Game Title;User Rating;Age Group Targeted;Price;Platform;Requires Special Device;Developer;Publisher;Release Year;Genre;Multiplayer;Game Length (Hours);Graphics Quality;Soundtrack Quality;Story Quality;User Review Text;Game Mode;Min Number of Players
Call of Duty: Modern Warfare 2;37.4;Kids;49.16;PlayStation;Yes;Game Freak;Square Enix;2019;Simulation;Yes;41.3;Ultra;Excellent;Good;Solid game, but too many bugs.;Online;10
Minecraft;36.8;Kids;59.1;PlayStation;No;Valve;Take-Two Interactive;2012;Shooter;Yes;25.0;Medium;Good;Poor;Solid game, but the gameplay is amazing.;Offline;3
Sid Meier’s Civilization VI;38.0;Kids;52.42;PlayStation;Yes;Rockstar Games;Square Enix;2010;Simulation;Yes;33.7;Medium;Good;Average;Solid game, but the graphics could be better.;Online;8
Hades;25.5;Kids;44.58;PlayStation;Yes;Game Freak;Electronic Arts;2012;Puzzle;No;14.4;Low;Average;Excellent;Amazing game, but the gameplay is amazing.;Offline;10
Super Smash Bros. Ultimate;41.1;Adults;55.14;PlayStation;Yes;Epic Games;Capcom;2018;Sports;No;42.6;Ultra;Poor;Good;Amazing game, but the graphics could be better.;Online;2
Fortnite;34.5;All Ages;41.6;PlayStation;No;CD Projekt Red;Square Enix;2016;Adventure;No;50.6;High;Good;Good;Disappointing game, but too many bugs.;Online;3
Tomb Raider (2013);28.1;Adults;48.86;PlayStation;No;Game Freak;Activision;2010;Adventure;No;18.9;Low;Average;Excellent;Amazing game, but the gameplay is amazing.;Online;5
Tekken 7;28.6;Kids;45.88;PlayStation;No;Innersloth;Take-Two Interactive;2018;Simulation;No;17.0;Low;Poor;Poor;Solid game, but the gameplay is amazing.;Offline;5
Counter-Strike: Global Offensive;21.0;Teens;21.06;PlayStation;No;Bungie;Valve;2021;Simulation;Yes;31.6;High;Good;Poor;Solid game, but the gameplay is amazing.;Online;5
League of Legends;28.5;All Ages;40.38;PlayStation;No;Epic Games;Epic Games;2020;RPG;No;24.2;Medium;Excellent;Average;Solid game, but too many bugs.;Online;8
Halo Infinite;13.0;Kids;22.35;PlayStation;Yes;CD Projekt Red;Capcom;2021;Adventure;No;11.0;High;Poor;Excellent;Solid game, but the graphics could be better.;Offline;10
Among Us;22.7;Kids;42.77;PlayStation;No;CD Projekt Red;Electronic Arts;2023;Adventure;Yes;6.5;Low;Good;Good;Amazing game, but too many bugs.;Online;1
Tetris;26.6;Adults;24.75;PlayStation;No;CD Projekt Red;Innersloth;2015;Action;No;53.4;Low;Excellent;Good;Disappointing game, but the graphics could be better.;Online;1
Stardew Valley;16.9;All Ages;22.05;PlayStation;No;Epic Games;Capcom;2021;Adventure;No;18.6;Ultra;Average;Average;Amazing game, but the graphics could be better.;Online;1
Rocket League;27.2;All Ages;35.65;PlayStation;No;Game Freak;Epic Games;2013;Simulation;No;26.5;Medium;Poor;Excellent;Disappointing game, but too many bugs.;Offline;7
Pokémon Scarlet & Violet;12.0;All Ages;24.67;PlayStation;No;Rockstar Games;Capcom;2014;Puzzle;Yes;5.0;Ultra;Excellent;Average;Amazing game, but too many bugs.;Offline;10
Ghost of Tsushima;29.1;Teens;38.0;PlayStation;Yes;Epic Games;Activision;2019;Shooter;Yes;36.0;Low;Excellent;Average;Great game, but the graphics could be better.;Offline;5
League of Legends;20.9;Kids;35.17;PlayStation;No;Innersloth;Valve;2023;Puzzle;No;7.8;High;Excellent;Poor;Amazing game, but the gameplay is amazing.;Offline;2
Tekken 7;21.5;Kids;27.46;PlayStation;Yes;Capcom;Valve;2019;Sports;No;26.0;High;Average;Average;Great game, but too many bugs.;Online;7
Kingdom Hearts III;31.8;Adults;45.09;PlayStation;Yes;Valve;Activision;2010;Sports;No;36.1;Ultra;Good;Average;Great game, but the graphics could be better.;Offline;10
Kingdom Hearts III;24.9;All Ages;28.31;PlayStation;Yes;Valve;Take-Two Interactive;2012;Fighting;No;34.8;Ultra;Excellent;Poor;Amazing game, but the graphics could be better.;Online;1
Overwatch 2;41.1;Teens;57.32;PlayStation;Yes;Epic Games;Epic Games;2011;RPG;Yes;40.3;Low;Excellent;Average;Great game, but too many bugs.;Online;5
Red Dead Redemption 2;31.1;All Ages;41.44;PlayStation;Yes;Bungie;Take-Two Interactive;2013;RPG;No;35.3;High;Average;Poor;Great game, but the graphics could be better.;Online;7
Hitman 3;19.6;All Ages;24.11;PlayStation;No;Bungie;Square Enix;2018;Party;No;26.3;Low;Average;Average;Solid game, but too many bugs.;Online;10
Bioshock Infinite;40.8;All Ages;48.78;PlayStation;No;Capcom;Valve;2013;Sports;No;49.5;Low;Average;Good;Amazing game, but the gameplay is amazing.;Offline;10
Call of Duty: Modern Warfare 2;45.1;Kids;58.03;PlayStation;No;EA Sports;Take-Two Interactive;2019;Sports;Yes;58.0;Ultra;Poor;Poor;Disappointing game, but too many bugs.;Offline;6
Super Mario Odyssey;33.6;Teens;29.75;PlayStation;Yes;Bungie;Valve;2020;Action;Yes;58.3;Medium;Poor;Average;Amazing game, but too many bugs.;Offline;1
The Sims 4;26.9;All Ages;38.69;PlayStation;Yes;Epic Games;Square Enix;2016;RPG;Yes;18.9;Low;Good;Average;Solid game, but the graphics could be better.;Offline;3
Red Dead Redemption 2;33.5;Teens;33.01;PlayStation;No;Valve;Capcom;2017;Adventure;No;54.5;Medium;Excellent;Good;Disappointing game, but too many bugs.;Offline;8
Kingdom Hearts III;22.5;All Ages;43.49;PlayStation;No;Capcom;Nintendo;2017;Puzzle;No;8.4;Medium;Excellent;Average;Amazing game, but the gameplay is amazing.;Online;1
The Elder Scrolls V: Skyrim;33.8;Teens;36.46;PlayStation;Yes;Innersloth;Activision;2014;Puzzle;Yes;57.4;Medium;Good;Excellent;Great game, but the gameplay is amazing.;Offline;4
Minecraft;45.6;Adults;58.84;PlayStation;No;Epic Games;Activision;2013;Simulation;Yes;55.1;Low;Poor;Excellent;Amazing game, but the gameplay is amazing.;Online;5
Tetris;36.7;All Ages;39.96;PlayStation;Yes;Epic Games;Activision;2014;Action;Yes;59.3;Medium;Good;Good;Great game, but the gameplay is amazing.;Offline;10
Pillars of Eternity II: Deadfire;44.4;Teens;59.68;PlayStation;No;Capcom;Square Enix;2016;Fighting;Yes;43.0;High;Excellent;Average;Disappointing game, but too many bugs.;Offline;8
Red Dead Redemption 2;20.7;All Ages;30.52;PlayStation;No;CD Projekt Red;Square Enix;2014;Simulation;No;12.0;High;Average;Poor;Disappointing game, but too many bugs.;Offline;3
Street Fighter V;24.4;All Ages;23.31;PlayStation;Yes;EA Sports;Electronic Arts;2023;Adventure;Yes;38.5;High;Poor;Average;Disappointing game, but the gameplay is amazing.;Online;4
Halo Infinite;22.5;Kids;31.31;PlayStation;Yes;EA Sports;Electronic Arts;2015;Adventure;No;22.4;Ultra;Average;Poor;Amazing game, but the graphics could be better.;Online;10
Among Us;17.8;Kids;27.11;PlayStation;Yes;Game Freak;Capcom;2016;Simulation;No;14.8;Ultra;Poor;Poor;Amazing game, but the graphics could be better.;Offline;5
Hitman 3;42.3;Teens;54.09;PlayStation;No;Capcom;Epic Games;2021;Shooter;No;57.0;Low;Average;Good;Amazing game, but too many bugs.;Offline;10
League of Legends;38.6;Adults;47.15;PlayStation;Yes;Nintendo;Nintendo;2018;RPG;Yes;53.2;Ultra;Average;Good;Amazing game, but too many bugs.;Offline;2
Tekken 7;37.2;Teens;51.09;PlayStation;Yes;Innersloth;Epic Games;2021;Adventure;Yes;36.2;Low;Good;Good;Great game, but the graphics could be better.;Online;7
Sid Meier’s Civilization VI;39.1;Adults;49.22;PlayStation;No;Game Freak;Activision;2013;Sports;No;48.6;Medium;Poor;Average;Disappointing game, but the graphics could be better.;Online;4
Grand Theft Auto V;22.5;All Ages;32.15;PlayStation;Yes;Valve;Activision;2017;Shooter;Yes;16.1;Medium;Poor;Excellent;Amazing game, but the gameplay is amazing.;Online;5
Bioshock Infinite;22.8;Adults;32.6;PlayStation;No;EA Sports;Epic Games;2020;Shooter;Yes;27.5;Medium;Average;Poor;Solid game, but the graphics could be better.;Offline;5
Hades;25.7;All Ages;32.61;PlayStation;Yes;Nintendo;Nintendo;2022;Fighting;Yes;38.0;Medium;Excellent;Good;Solid game, but too many bugs.;Offline;5
Grand Theft Auto V;29.4;Kids;27.9;PlayStation;No;Nintendo;Capcom;2011;Shooter;No;53.5;Ultra;Average;Good;Amazing game, but the graphics could be better.;Offline;4
Tetris;30.9;All Ages;23.12;PlayStation;Yes;Nintendo;Epic Games;2019;Strategy;Yes;58.3;High;Excellent;Good;Amazing game, but too many bugs.;Online;1
Just Dance 2024;32.8;All Ages;54.14;PlayStation;Yes;Bungie;Electronic Arts;2016;Adventure;No;15.3;Ultra;Excellent;Poor;Disappointing game, but too many bugs.;Online;7
1000-Piece Puzzle;32.1;Kids;47.29;PlayStation;Yes;EA Sports;Innersloth;2023;RPG;No;27.4;Medium;Excellent;Average;Amazing game, but too many bugs.;Offline;1
The Legend of Zelda: Breath of the Wild;15.2;Kids;20.58;PlayStation;Yes;CD Projekt Red;Nintendo;2022;Party;Yes;20.0;High;Average;Excellent;Great game, but the gameplay is amazing.;Offline;10
Sid Meier’s Civilization VI;21.3;Kids;33.88;PlayStation;No;Bungie;Take-Two Interactive;2014;Shooter;Yes;12.9;High;Excellent;Poor;Amazing game, but the gameplay is amazing.;Online;4
Pokémon Scarlet & Violet;30.2;Adults;38.25;PlayStation;Yes;Innersloth;Epic Games;2015;Puzzle;Yes;37.4;Medium;Excellent;Average;Great game, but the graphics could be better.;Online;1
Cuphead;20.0;Teens;36.66;PlayStation;Yes;Nintendo;Epic Games;2023;Party;No;9.6;Low;Average;Excellent;Solid game, but the graphics could be better.;Online;8
1000-Piece Puzzle;26.1;Adults;46.07;PlayStation;Yes;Valve;Square Enix;2012;Sports;No;11.7;Ultra;Excellent;Good;Disappointing game, but too many bugs.;Online;10
Just Dance 2024;33.4;Adults;46.57;PlayStation;No;Bungie;Take-Two Interactive;2021;RPG;No;29.1;High;Good;Average;Solid game, but the gameplay is amazing.;Offline;3
Bioshock Infinite;33.3;All Ages;42.17;PlayStation;No;Innersloth;Electronic Arts;2021;Adventure;Yes;44.1;Medium;Good;Good;Amazing game, but the gameplay is amazing.;Offline;5
Mario Kart 8 Deluxe;41.0;Kids;58.75;PlayStation;No;CD Projekt Red;Take-Two Interactive;2018;Fighting;No;39.9;High;Poor;Poor;Great game, but too many bugs.;Online;1
Street Fighter V;32.0;Teens;55.78;PlayStation;No;Valve;Capcom;2023;Action;Yes;19.9;Low;Good;Good;Great game, but too many bugs.;Offline;1
Super Mario Odyssey;26.1;Teens;25.03;PlayStation;Yes;Bungie;Electronic Arts;2015;Fighting;No;44.2;Low;Average;Good;Disappointing game, but the graphics could be better.;Online;2
Portal 2;33.2;Teens;43.13;PlayStation;No;Capcom;Square Enix;2021;Fighting;Yes;42.7;High;Excellent;Average;Disappointing game, but the gameplay is amazing.;Online;6
Portal 2;41.0;Kids;47.36;PlayStation;No;Game Freak;Innersloth;2010;Puzzle;No;55.4;Ultra;Good;Poor;Disappointing game, but the graphics could be better.;Online;7
Bioshock Infinite;32.4;Adults;56.43;PlayStation;Yes;Bungie;Activision;2016;Adventure;Yes;10.0;High;Average;Poor;Great game, but the gameplay is amazing.;Offline;2
Cuphead;25.8;All Ages;36.35;PlayStation;No;EA Sports;Electronic Arts;2012;Shooter;Yes;29.8;Low;Excellent;Average;Amazing game, but the gameplay is amazing.;Online;7
FIFA 24;32.9;All Ages;44.91;PlayStation;No;Epic Games;Activision;2023;Fighting;No;36.8;Low;Average;Average;Amazing game, but the gameplay is amazing.;Online;5
Tekken 7;31.5;Kids;36.74;PlayStation;Yes;Capcom;Valve;2017;Strategy;No;43.0;Low;Good;Average;Great game, but the graphics could be better.;Online;8
Halo Infinite;19.6;Adults;30.89;PlayStation;Yes;CD Projekt Red;Epic Games;2014;Adventure;No;11.7;Medium;Good;Poor;Amazing game, but the graphics could be better.;Online;8
Ghost of Tsushima;18.9;Adults;28.61;PlayStation;Yes;CD Projekt Red;Take-Two Interactive;2010;RPG;Yes;16.5;Medium;Average;Excellent;Solid game, but too many bugs.;Online;4
Minecraft;15.4;Teens;28.05;PlayStation;No;Valve;Activision;2011;Adventure;No;6.3;Low;Good;Poor;Disappointing game, but the gameplay is amazing.;Online;5
League of Legends;34.4;Adults;47.19;PlayStation;Yes;Nintendo;Epic Games;2019;RPG;No;41.4;Low;Average;Average;Amazing game, but the gameplay is amazing.;Offline;4
Pillars of Eternity II: Deadfire;28.4;Teens;35.43;PlayStation;Yes;Epic Games;Valve;2021;Action;Yes;31.5;Low;Good;Excellent;Amazing game, but the gameplay is amazing.;Offline;6
The Elder Scrolls V: Skyrim;39.3;Kids;56.16;PlayStation;No;Epic Games;Capcom;2015;Action;No;38.5;High;Excellent;Average;Solid game, but the gameplay is amazing.;Offline;7
Just Dance 2024;19.6;Kids;27.51;PlayStation;No;Valve;Innersloth;2020;Party;No;19.8;Low;Excellent;Average;Great game, but the gameplay is amazing.;Online;10
Overwatch 2;35.4;Adults;32.83;PlayStation;No;Nintendo;Nintendo;2023;RPG;Yes;57.8;High;Good;Excellent;Great game, but the gameplay is amazing.;Offline;2
1000-Piece Puzzle;26.0;Kids;27.15;PlayStation;No;Innersloth;Take-Two Interactive;2023;Sports;No;40.8;High;Excellent;Excellent;Solid game, but the graphics could be better.;Online;2
Super Mario Odyssey;32.7;Adults;35.17;PlayStation;Yes;Capcom;Capcom;2011;Sports;No;45.8;Ultra;Poor;Average;Amazing game, but too many bugs.;Online;1
Super Smash Bros. Ultimate;20.1;Teens;25.13;PlayStation;No;Rockstar Games;Activision;2014;Shooter;Yes;18.6;High;Excellent;Excellent;Disappointing game, but too many bugs.;Online;8
Stardew Valley;34.3;Teens;57.51;PlayStation;No;Rockstar Games;Square Enix;2018;Fighting;No;16.1;Low;Excellent;Good;Amazing game, but too many bugs.;Online;3
Halo Infinite;33.5;Teens;31.51;PlayStation;No;Game Freak;Square Enix;2023;Party;Yes;59.7;Medium;Poor;Poor;Solid game, but too many bugs.;Online;3
Super Smash Bros. Ultimate;20.7;Adults;19.99;PlayStation;No;CD Projekt Red;Innersloth;2022;Fighting;No;31.5;High;Good;Poor;Amazing game, but too many bugs.;Online;10
Bioshock Infinite;19.0;Kids;32.06;PlayStation;Yes;Rockstar Games;Capcom;2018;Simulation;No;11.7;Low;Good;Good;Great game, but the gameplay is amazing.;Offline;2
Pokémon Scarlet & Violet;26.0;Kids;38.42;PlayStation;No;CD Projekt Red;Valve;2013;Action;No;19.4;Low;Excellent;Excellent;Solid game, but the gameplay is amazing.;Offline;10
Grand Theft Auto V;35.0;Teens;35.97;PlayStation;Yes;Rockstar Games;Square Enix;2014;Puzzle;No;57.6;Ultra;Good;Poor;Great game, but the gameplay is amazing.;Online;5
Half-Life: Alyx;27.3;Adults;36.79;PlayStation;No;Nintendo;Take-Two Interactive;2018;Shooter;Yes;28.8;Ultra;Good;Average;Solid game, but the graphics could be better.;Online;10
Call of Duty: Modern Warfare 2;25.0;Adults;21.96;PlayStation;No;Capcom;Capcom;2014;Simulation;No;42.2;Medium;Poor;Good;Disappointing game, but the gameplay is amazing.;Online;4
Fortnite;27.4;Kids;40.05;PlayStation;No;Capcom;Nintendo;2010;Shooter;Yes;21.6;Medium;Excellent;Poor;Disappointing game, but too many bugs.;Online;2
Bioshock Infinite;33.1;Kids;43.02;PlayStation;No;Valve;Nintendo;2011;Simulation;Yes;40.1;Ultra;Poor;Good;Solid game, but the gameplay is amazing.;Offline;5
Fall Guys;35.5;Adults;54.53;PlayStation;No;Game Freak;Epic Games;2016;Strategy;Yes;26.0;Low;Good;Excellent;Great game, but the gameplay is amazing.;Offline;6
Hades;44.2;Kids;55.38;PlayStation;Yes;EA Sports;Activision;2011;Shooter;No;54.9;Low;Poor;Average;Solid game, but the gameplay is amazing.;Online;8
The Sims 4;23.3;Teens;37.68;PlayStation;No;Valve;Nintendo;2012;Party;Yes;16.7;High;Excellent;Excellent;Great game, but the graphics could be better.;Offline;2
Counter-Strike: Global Offensive;28.1;Kids;43.25;PlayStation;Yes;Epic Games;Square Enix;2010;Strategy;Yes;15.3;High;Poor;Excellent;Solid game, but the graphics could be better.;Online;6
Portal 2;24.8;All Ages;44.37;PlayStation;Yes;Innersloth;Electronic Arts;2016;Puzzle;Yes;6.4;High;Excellent;Excellent;Disappointing game, but too many bugs.;Offline;5
1000-Piece Puzzle;28.2;Teens;29.23;PlayStation;Yes;Bungie;Electronic Arts;2014;Party;No;39.6;Low;Average;Average;Disappointing game, but too many bugs.;Offline;2
Street Fighter V;26.5;All Ages;42.96;PlayStation;Yes;EA Sports;Valve;2015;Sports;No;13.3;Low;Good;Good;Great game, but the gameplay is amazing.;Offline;7
Portal 2;26.2;Teens;33.11;PlayStation;Yes;CD Projekt Red;Capcom;2022;Fighting;No;28.7;Ultra;Poor;Poor;Amazing game, but the graphics could be better.;Offline;6
Counter-Strike: Global Offensive;36.5;Adults;40.56;PlayStation;No;Nintendo;Square Enix;2016;Action;No;58.0;High;Average;Excellent;Amazing game, but too many bugs.;Offline;6
The Legend of Zelda: Breath of the Wild;24.9;Kids;33.19;PlayStation;Yes;Nintendo;Valve;2010;Strategy;Yes;22.1;Medium;Average;Poor;Great game, but too many bugs.;Offline;4
The Elder Scrolls V: Skyrim;24.7;Teens;43.88;PlayStation;No;Rockstar Games;Electronic Arts;2021;RPG;No;8.5;High;Poor;Poor;Disappointing game, but the graphics could be better.;Online;10
Among Us;11.7;Adults;21.92;PlayStation;No;Game Freak;Capcom;2019;Party;Yes;6.2;Ultra;Poor;Good;Great game, but too many bugs.;Offline;1
Super Mario Odyssey;30.3;Adults;53.86;PlayStation;No;Rockstar Games;Epic Games;2019;Fighting;Yes;14.0;High;Excellent;Poor;Solid game, but too many bugs.;Offline;10
Portal 2;31.5;All Ages;49.61;PlayStation;Yes;Valve;Valve;2014;Action;No;24.5;Ultra;Poor;Good;Disappointing game, but too many bugs.;Offline;1
Fall Guys;22.5;Kids;31.85;PlayStation;Yes;Rockstar Games;Square Enix;2010;Sports;No;22.1;High;Excellent;Good;Solid game, but the graphics could be better.;Online;1
Super Mario Odyssey;23.3;Teens;40.62;PlayStation;No;Epic Games;Square Enix;2016;Action;No;7.5;Medium;Good;Excellent;Amazing game, but the gameplay is amazing.;Online;5
Just Dance 2024;39.9;All Ages;53.2;PlayStation;No;CD Projekt Red;Epic Games;2014;Strategy;No;45.4;High;Poor;Good;Disappointing game, but too many bugs.;Online;10
Grand Theft Auto V;24.7;Teens;25.32;PlayStation;No;CD Projekt Red;Innersloth;2023;Strategy;Yes;38.0;Medium;Good;Average;Amazing game, but the graphics could be better.;Offline;8
The Legend of Zelda: Breath of the Wild;43.1;All Ages;55.19;PlayStation;No;Epic Games;Innersloth;2014;Strategy;No;57.8;Ultra;Poor;Good;Solid game, but the gameplay is amazing.;Online;6
Red Dead Redemption 2;31.1;Adults;45.87;PlayStation;Yes;EA Sports;Valve;2010;Fighting;Yes;27.5;Low;Excellent;Average;Amazing game, but the graphics could be better.;Offline;2
The Elder Scrolls V: Skyrim;29.1;Kids;33.54;PlayStation;Yes;Nintendo;Innersloth;2012;Sports;No;47.0;High;Good;Average;Solid game, but the gameplay is amazing.;Offline;7
FIFA 24;30.1;Kids;30.46;PlayStation;No;Nintendo;Electronic Arts;2019;Puzzle;Yes;51.5;Ultra;Poor;Average;Disappointing game, but the gameplay is amazing.;Offline;10
Minecraft;14.0;All Ages;23.17;PlayStation;Yes;Capcom;Take-Two Interactive;2011;Party;No;8.7;High;Poor;Good;Great game, but the gameplay is amazing.;Online;5
Hades;40.7;Kids;50.3;PlayStation;No;Valve;Activision;2023;RPG;No;56.2;Ultra;Good;Excellent;Great game, but the graphics could be better.;Offline;8
Tomb Raider (2013);40.0;Kids;55.72;PlayStation;Yes;Valve;Square Enix;2010;Strategy;No;47.0;Low;Average;Excellent;Great game, but the gameplay is amazing.;Offline;3
Stardew Valley;31.6;All Ages;57.87;PlayStation;Yes;EA Sports;Take-Two Interactive;2013;Party;No;14.1;Medium;Excellent;Poor;Great game, but the gameplay is amazing.;Offline;7
Rocket League;33.2;All Ages;49.01;PlayStation;Yes;Capcom;Activision;2019;Fighting;Yes;35.6;High;Poor;Average;Great game, but the gameplay is amazing.;Online;7
Halo Infinite;36.1;Kids;34.21;PlayStation;Yes;Epic Games;Take-Two Interactive;2013;Simulation;Yes;57.9;High;Good;Good;Amazing game, but the gameplay is amazing.;Online;2
Mario Kart 8 Deluxe;24.1;Adults;43.28;PlayStation;No;Valve;Electronic Arts;2013;RPG;No;5.5;Low;Excellent;Excellent;Disappointing game, but the gameplay is amazing.;Offline;5
Pillars of Eternity II: Deadfire;32.2;Kids;58.11;PlayStation;Yes;Epic Games;Epic Games;2014;Adventure;Yes;11.6;Medium;Good;Good;Amazing game, but the gameplay is amazing.;Offline;4
Tetris;30.9;Adults;49.37;PlayStation;Yes;Capcom;Nintendo;2011;Party;Yes;24.7;Medium;Poor;Average;Solid game, but too many bugs.;Offline;6
Red Dead Redemption 2;40.5;Kids;48.18;PlayStation;No;Bungie;Take-Two Interactive;2012;Party;Yes;58.2;Low;Average;Average;Disappointing game, but too many bugs.;Online;4
The Legend of Zelda: Breath of the Wild;40.5;Teens;44.59;PlayStation;No;Epic Games;Innersloth;2013;Shooter;No;55.3;High;Poor;Poor;Great game, but too many bugs.;Online;8
Halo Infinite;35.2;Adults;49.01;PlayStation;Yes;Epic Games;Epic Games;2020;Puzzle;No;33.2;Ultra;Excellent;Average;Amazing game, but the gameplay is amazing.;Online;5
Fortnite;33.5;Adults;58.54;PlayStation;Yes;EA Sports;Innersloth;2015;Sports;No;16.8;Medium;Good;Excellent;Solid game, but the graphics could be better.;Online;2
Hitman 3;33.6;Adults;39.94;PlayStation;Yes;CD Projekt Red;Epic Games;2022;Fighting;Yes;43.7;High;Poor;Average;Great game, but the graphics could be better.;Offline;5
FIFA 24;26.4;Teens;51.57;PlayStation;Yes;Bungie;Valve;2022;Simulation;Yes;6.2;Ultra;Average;Average;Disappointing game, but the graphics could be better.;Online;1
The Witcher 3: Wild Hunt;31.7;Kids;59.98;PlayStation;No;Innersloth;Innersloth;2018;Simulation;No;8.1;Medium;Good;Poor;Amazing game, but the gameplay is amazing.;Online;6
The Legend of Zelda: Breath of the Wild;37.9;Teens;47.7;PlayStation;No;Nintendo;Electronic Arts;2015;Party;Yes;52.5;Low;Good;Good;Solid game, but too many bugs.;Online;4
Ghost of Tsushima;19.9;Teens;24.92;PlayStation;Yes;Capcom;Nintendo;2011;Action;Yes;23.1;High;Good;Average;Amazing game, but the graphics could be better.;Offline;8
Super Smash Bros. Ultimate;32.3;All Ages;43.37;PlayStation;No;Nintendo;Innersloth;2015;Simulation;No;40.2;High;Poor;Poor;Great game, but the graphics could be better.;Online;2